"station_id","name","latitude","longitude","func_capacity","is_renting","is_returning"
3055,"Greene Ave & Nostrand Ave",40.6883337,-73.950916,23,TRUE,TRUE
3574,"Prospect Pl & Underhill Ave",40.6769694,-73.96579,23,TRUE,TRUE
3884,"Centre St & Seneca Ave",40.69969,-73.9022,23,TRUE,TRUE
3053,"Marcy Ave & Lafayette Ave",40.6900815,-73.947915,23,TRUE,TRUE
3056,"Kosciuszko St & Nostrand Ave",40.69072549,-73.95133465,23,TRUE,TRUE
3064,"Myrtle Ave & Lewis Ave",40.69681963,-73.93756926,23,TRUE,TRUE
3179,"Park Ave & Marcus Garvey Blvd",40.698617,-73.941342,23,TRUE,TRUE
3402,"Court St & State St",40.6902375,-73.99203074,23,TRUE,TRUE
3405,"5 St & 6 Ave",40.6704836,-73.98208968,23,TRUE,TRUE
3602,"31 Ave & 34 St",40.763154,-73.920827,23,TRUE,TRUE
3757,"Stagg St & Morgan Ave",40.710681,-73.93372,23,TRUE,TRUE
3760,"Willoughby Ave & Wyckoff Ave",40.705614,-73.92153,23,TRUE,TRUE
3774,"Knickerbocker Ave & George St",40.704425,-73.92836,23,TRUE,TRUE
3814,"E 56 St & Madison Ave",40.761573,-73.972628,23,TRUE,TRUE
3824,"Van Sinderen Ave & Truxton St",40.6786,-73.90369,23,TRUE,TRUE
3306,"10 St & 7 Ave",40.6662078,-73.98199886,23,TRUE,TRUE
3776,"Central Ave & Starr Street",40.700003,-73.92834,23,TRUE,TRUE
3843,"Myrtle Ave & Grove St",40.69905,-73.91516,23,TRUE,TRUE
2008,"Little West St & 1 Pl",40.70569254,-74.01677685,24,TRUE,TRUE
3676,"Van Brunt St & Van Dyke St",40.6758329439129,-74.01472628116608,24,TRUE,TRUE
530,"11 Ave & W 59 St",40.77149671054441,-73.99046033620834,24,TRUE,TRUE
3390,"E 109 St & 3 Ave",40.79329668,-73.9432083,24,TRUE,TRUE
3399,"7 St & 3 Ave",40.67260298150126,-73.98983001708984,24,TRUE,TRUE
3400,"E 110 St & Madison Ave",40.7961535,-73.94782145,24,TRUE,TRUE
3105,"N 15 St & Wythe Ave",40.724055,-73.955736,24,TRUE,TRUE
3293,"W 92 St & Broadway",40.7921,-73.9739,24,TRUE,TRUE
